Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
GE-A-0000,Germany,Wearables,Fitness Tracker Band,30.04,EUR,"Steps, sleep, HR, 14-day battery",Margin 22% | Pacific Imports Inc | Fulfilled from NL depot
GE-Y-0154,Germany,Computing,Mechanical Keyboard,70.56,EUR,"Cherry MX, RGB, wired, UK layout",Acme Electronics Ltd | Margin 22% | Fulfilled from NL depot
SA-Z-0155,South Africa,Power & Batteries,Portable Power Bank 20K,451.08,ZAR,"20000mAh, dual USB, 18W PD",Acme Electronics Ltd | Margin 22% | Backorder until 02/15
NE-A-0156,Netherlands,Audio,Bluetooth Speaker,50.33,EUR,"20W, waterproof IPX7, 15h playback",Fulfilled from NL depot | Global Sourcing Co | Promo margin 12%
SA-B-0157,South Africa,Kitchen Appliances,Smart Kettle Pro,924.18,ZAR,"1.7L, 3000W, boil-dry protection, LED display",VIP margin 25% | Global Sourcing Co | Low stock alert
US-C-0158,United States,Computing,"Tablet 10""",221.96,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",VIP margin 25% | Acme Electronics Ltd | Warehouse A-12
NE-D-0159,Netherlands,Audio,Bluetooth Speaker,42.35,EUR,"20W, waterproof IPX7, 15h playback",Global Sourcing Co | Margin 22% | Stock in WH3 Berlin
NI-E-0160,Nigeria,Power & Batteries,Portable Power Bank 20K,42389.84,NGN,"20000mAh, dual USB, 18W PD",Warehouse A-12 | Promo margin 12% | Global Sourcing Co
SA-F-0161,South Africa,Audio,Bluetooth Speaker,909.03,ZAR,"20W, waterproof IPX7, 15h playback",Low stock alert | EuroTech Suppliers | Margin 22%
NE-G-0162,Netherlands,Home Appliances,Electric Fan Tower,50.11,EUR,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | Nordic Wholesale | Bulk discount applies 15%
GH-H-0163,Ghana,Audio,Bluetooth Speaker,627.55,GHS,"20W, waterproof IPX7, 15h playback",Fulfilled from NL depot | Bulk discount applies 15% | Acme Electronics Ltd
KE-I-0164,Kenya,Power & Batteries,Portable Power Bank 20K,3576.36,KES,"20000mAh, dual USB, 18W PD",Pacific Imports Inc | Bulk discount applies 15% | Low stock alert
GE-J-0165,Germany,Personal Care,Electric Toothbrush,41.58,EUR,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Bulk discount applies 15% | Stock in WH3 Berlin
GE-K-0166,Germany,Home Appliances,Electric Fan Tower,53.02,EUR,"Oscillating, 3 speeds, remote, timer",Bulk discount applies 15% | Stock in WH3 Berlin | Africa Direct Trading
US-L-0167,United States,Wearables,Fitness Tracker Band,32.18,USD,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | Target margin 18% | Pacific Imports Inc
CA-M-0168,Canada,Audio,Wireless Bluetooth Earbuds,48.94,CAD,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | EuroTech Suppliers | Warehouse A-12
US-N-0169,United States,Home Appliances,Air Purifier Compact,107.17,USD,"HEPA H13, 3 speeds, 25m² coverage",Africa Direct Trading | Margin 22% | Warehouse A-12
UK-O-0170,United Kingdom,Audio,Bluetooth Speaker,36.31,GBP,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Target margin 18% | Fulfilled from NL depot
NE-P-0171,Netherlands,Computing,Webcam HD Pro,51.53,EUR,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | EuroTech Suppliers | VIP margin 25%
SA-Q-0172,South Africa,Kitchen Appliances,Smart Kettle Pro,912.04,ZAR,"1.7L, 3000W, boil-dry protection, LED display",Target margin 18% | Nordic Wholesale | Warehouse A-12
US-R-0173,United States,Power & Batteries,Portable Power Bank 20K,24.92,USD,"20000mAh, dual USB, 18W PD",Promo margin 12% | Pacific Imports Inc | Warehouse A-12
US-S-0174,United States,Computing,"Tablet 10""",207.35,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Acme Electronics Ltd | Promo margin 12% | Warehouse A-12
NI-T-0175,Nigeria,Computing,Webcam HD Pro,90793.33,NGN,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | EuroTech Suppliers | VIP margin 25%
GH-U-0176,Ghana,Home Appliances,Electric Fan Tower,657.62,GHS,"Oscillating, 3 speeds, remote, timer",VIP margin 25% | Low stock alert | EuroTech Suppliers
US-V-0177,United States,Kitchen Appliances,Coffee Maker Drip,36.81,USD,"12-cup, programmable, thermal carafe",Bulk discount applies 15% | Pacific Imports Inc | Backorder until 02/15
NI-W-0178,Nigeria,Wearables,Smart Watch Sport,139006.21,NGN,"GPS, heart rate, 5ATM, 7-day battery",VIP margin 25% | Nordic Wholesale | Backorder until 02/15
NE-X-0179,Netherlands,Home Appliances,Electric Fan Tower,53.21,EUR,"Oscillating, 3 speeds, remote, timer",Global Sourcing Co | Target margin 18% | Stock in WH3 Berlin
GE-Y-0180,Germany,Home Appliances,Electric Fan Tower,49.26,EUR,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | Margin 22% | Global Sourcing Co
KE-Z-0181,Kenya,Home Appliances,Electric Fan Tower,6374.04,KES,"Oscillating, 3 speeds, remote, timer",Africa Direct Trading | Stock in WH3 Berlin | Promo margin 12%
CA-A-0182,Canada,Audio,Bluetooth Speaker,69.21,CAD,"20W, waterproof IPX7, 15h playback",Global Sourcing Co | Bulk discount applies 15% | Low stock alert
SA-B-0183,South Africa,Computing,Mechanical Keyboard,1319.72,ZAR,"Cherry MX, RGB, wired, UK layout",Low stock alert | EuroTech Suppliers | Promo margin 12%
US-C-0184,United States,Power & Batteries,Portable Power Bank 20K,24.64,USD,"20000mAh, dual USB, 18W PD",Promo margin 12% | Warehouse A-12 | Pacific Imports Inc
NE-D-0185,Netherlands,Audio,Wireless Bluetooth Earbuds,31.06,EUR,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Acme Electronics Ltd | Margin 22%
CA-E-0186,Canada,Computing,Mechanical Keyboard,107.87,CAD,"Cherry MX, RGB, wired, UK layout",Global Sourcing Co | Fulfilled from NL depot | VIP margin 25%
CA-F-0187,Canada,Audio,Bluetooth Speaker,67.55,CAD,"20W, waterproof IPX7, 15h playback",VIP margin 25% | Africa Direct Trading | Low stock alert
FR-G-0188,France,Power & Batteries,Portable Power Bank 20K,23.12,EUR,"20000mAh, dual USB, 18W PD",Promo margin 12% | Acme Electronics Ltd | Fulfilled from NL depot
GH-H-0189,Ghana,Wearables,Fitness Tracker Band,366.91,GHS,"Steps, sleep, HR, 14-day battery",Bulk discount applies 15% | EuroTech Suppliers | Stock in WH3 Berlin
FR-I-0190,France,Wearables,Fitness Tracker Band,28.74,EUR,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | Global Sourcing Co | Margin 22%
SA-J-0191,South Africa,Computing,Mechanical Keyboard,1479.53,ZAR,"Cherry MX, RGB, wired, UK layout",Pacific Imports Inc | Stock in WH3 Berlin | Promo margin 12%
NI-K-0192,Nigeria,Lighting,LED Desk Lamp,41249.1,NGN,"Dimmable, USB port, 5 brightness levels",Global Sourcing Co | Stock in WH3 Berlin | Promo margin 12%
NI-L-0193,Nigeria,Lighting,LED Desk Lamp,47722.51,NGN,"Dimmable, USB port, 5 brightness levels",EuroTech Suppliers | Backorder until 02/15 | Promo margin 12%
NI-M-0194,Nigeria,Home Appliances,Air Purifier Compact,140921.62,NGN,"HEPA H13, 3 speeds, 25m² coverage",Warehouse A-12 | Target margin 18% | Pacific Imports Inc
KE-N-0195,Kenya,Home Appliances,Air Purifier Compact,13085.67,KES,"HEPA H13, 3 speeds, 25m² coverage",Stock in WH3 Berlin | Pacific Imports Inc | Bulk discount applies 15%
US-O-0196,United States,Audio,Wireless Bluetooth Earbuds,35.84,USD,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Target margin 18% | Africa Direct Trading
SA-P-0197,South Africa,Computing,"Tablet 10""",4068.47,ZAR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Margin 22% | Pacific Imports Inc | Warehouse A-12
FR-Q-0198,France,Personal Care,Electric Toothbrush,38.79,EUR,"Sonic, 3 modes, 2-week battery",Bulk discount applies 15% | Warehouse A-12 | Nordic Wholesale
CA-R-0199,Canada,Computing,Mechanical Keyboard,101.37,CAD,"Cherry MX, RGB, wired, UK layout",Low stock alert | Acme Electronics Ltd | Promo margin 12%
SA-S-0200,South Africa,Power & Batteries,Portable Power Bank 20K,465.95,ZAR,"20000mAh, dual USB, 18W PD",Acme Electronics Ltd | Bulk discount applies 15% | Backorder until 02/15
UK-T-0201,United Kingdom,Power & Batteries,Portable Power Bank 20K,22.28,GBP,"20000mAh, dual USB, 18W PD",Global Sourcing Co | Stock in WH3 Berlin | VIP margin 25%
US-U-0202,United States,Audio,Wireless Bluetooth Earbuds,35.06,USD,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | EuroTech Suppliers | Target margin 18%
FR-V-0203,France,Computing,Webcam HD Pro,50.93,EUR,"1080p 60fps, built-in mic, auto-focus",Backorder until 02/15 | Global Sourcing Co | Promo margin 12%
KE-W-0204,Kenya,Personal Care,Electric Toothbrush,5913.61,KES,"Sonic, 3 modes, 2-week battery",Stock in WH3 Berlin | Pacific Imports Inc | Bulk discount applies 15%
SA-X-0205,South Africa,Kitchen Appliances,Smart Kettle Pro,862.42,ZAR,"1.7L, 3000W, boil-dry protection, LED display",Stock in WH3 Berlin | EuroTech Suppliers | Target margin 18%
SA-Y-0206,South Africa,Computing,Webcam HD Pro,961.17,ZAR,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | VIP margin 25% | Fulfilled from NL depot
GE-Z-0207,Germany,Kitchen Appliances,Coffee Maker Drip,36.29,EUR,"12-cup, programmable, thermal carafe",Warehouse A-12 | Pacific Imports Inc | Bulk discount applies 15%
GH-A-0208,Ghana,Wearables,Fitness Tracker Band,385.97,GHS,"Steps, sleep, HR, 14-day battery",Nordic Wholesale | Target margin 18% | Stock in WH3 Berlin
SA-B-0209,South Africa,Wearables,Smart Watch Sport,1568.77,ZAR,"GPS, heart rate, 5ATM, 7-day battery",Nordic Wholesale | Fulfilled from NL depot | Promo margin 12%
NE-C-0210,Netherlands,Computing,Webcam HD Pro,50.19,EUR,"1080p 60fps, built-in mic, auto-focus",EuroTech Suppliers | Target margin 18% | Fulfilled from NL depot
CA-D-0211,Canada,Computing,"Tablet 10""",307.02,CAD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",EuroTech Suppliers | Bulk discount applies 15% | Backorder until 02/15
SA-E-0212,South Africa,Computing,Webcam HD Pro,1088.52,ZAR,"1080p 60fps, built-in mic, auto-focus",Pacific Imports Inc | Promo margin 12% | Stock in WH3 Berlin
UK-F-0213,United Kingdom,Power & Batteries,Portable Power Bank 20K,22.1,GBP,"20000mAh, dual USB, 18W PD",Nordic Wholesale | Margin 22% | Fulfilled from NL depot
US-G-0214,United States,Audio,Wireless Bluetooth Earbuds,36.77,USD,"ANC, 24h battery, IPX5, USB-C",Fulfilled from NL depot | Margin 22% | EuroTech Suppliers
NI-H-0215,Nigeria,Lighting,LED Desk Lamp,47002.79,NGN,"Dimmable, USB port, 5 brightness levels",Margin 22% | Warehouse A-12 | Africa Direct Trading
FR-I-0216,France,Power & Batteries,Portable Power Bank 20K,24.97,EUR,"20000mAh, dual USB, 18W PD",Promo margin 12% | Global Sourcing Co | Backorder until 02/15
GE-J-0217,Germany,Wearables,Fitness Tracker Band,26.02,EUR,"Steps, sleep, HR, 14-day battery",Global Sourcing Co | VIP margin 25% | Backorder until 02/15
FR-K-0218,France,Lighting,LED Desk Lamp,25.62,EUR,"Dimmable, USB port, 5 brightness levels",Global Sourcing Co | Warehouse A-12 | Promo margin 12%
NE-L-0219,Netherlands,Wearables,Fitness Tracker Band,26.19,EUR,"Steps, sleep, HR, 14-day battery",Global Sourcing Co | Promo margin 12% | Backorder until 02/15
GH-M-0220,Ghana,Kitchen Appliances,Coffee Maker Drip,464.44,GHS,"12-cup, programmable, thermal carafe",Target margin 18% | EuroTech Suppliers | Stock in WH3 Berlin
NE-N-0221,Netherlands,Computing,Webcam HD Pro,53.56,EUR,"1080p 60fps, built-in mic, auto-focus",Global Sourcing Co | Backorder until 02/15 | VIP margin 25%
UK-O-0222,United Kingdom,Lighting,LED Desk Lamp,23.75,GBP,"Dimmable, USB port, 5 brightness levels",Pacific Imports Inc | Stock in WH3 Berlin | Bulk discount applies 15%
SA-P-0223,South Africa,Wearables,Smart Watch Sport,1750.6,ZAR,"GPS, heart rate, 5ATM, 7-day battery",Pacific Imports Inc | Stock in WH3 Berlin | Target margin 18%
GH-Q-0224,Ghana,Wearables,Smart Watch Sport,1212.62,GHS,"GPS, heart rate, 5ATM, 7-day battery",Margin 22% | Backorder until 02/15 | Africa Direct Trading
UK-R-0225,United Kingdom,Home Appliances,Air Purifier Compact,77.98,GBP,"HEPA H13, 3 speeds, 25m² coverage",Warehouse A-12 | Nordic Wholesale | Bulk discount applies 15%
NE-S-0226,Netherlands,Audio,Wireless Bluetooth Earbuds,35.37,EUR,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | Backorder until 02/15 | EuroTech Suppliers
NE-T-0227,Netherlands,Audio,Bluetooth Speaker,49.25,EUR,"20W, waterproof IPX7, 15h playback",Nordic Wholesale | Low stock alert | Target margin 18%
NI-U-0228,Nigeria,Wearables,Fitness Tracker Band,44264.44,NGN,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | Nordic Wholesale | Margin 22%
CA-V-0229,Canada,Audio,Bluetooth Speaker,65.61,CAD,"20W, waterproof IPX7, 15h playback",Pacific Imports Inc | Backorder until 02/15 | VIP margin 25%
NI-W-0230,Nigeria,Kitchen Appliances,Smart Kettle Pro,73789.04,NGN,"1.7L, 3000W, boil-dry protection, LED display",Acme Electronics Ltd | Backorder until 02/15 | Target margin 18%
CA-X-0231,Canada,Solar & Power,Solar Inverter TS-9000-X,1776.91,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Promo margin 12% | Stock in WH3 Berlin | Pacific Imports Inc
NE-Y-0232,Netherlands,Audio,Bluetooth Speaker,49.67,EUR,"20W, waterproof IPX7, 15h playback",Africa Direct Trading | Backorder until 02/15 | Bulk discount applies 15%
NE-Z-0233,Netherlands,Kitchen Appliances,Coffee Maker Drip,37.6,EUR,"12-cup, programmable, thermal carafe",Africa Direct Trading | Margin 22% | Fulfilled from NL depot
SA-A-0234,South Africa,Solar & Power,Solar Inverter TS-9000-X,24552.44,ZAR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Margin 22% | EuroTech Suppliers | Warehouse A-12
GH-B-0235,Ghana,Lighting,LED Desk Lamp,371.97,GHS,"Dimmable, USB port, 5 brightness levels",Target margin 18% | Stock in WH3 Berlin | Pacific Imports Inc
CA-C-0236,Canada,Home Appliances,Air Purifier Compact,135.84,CAD,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | Nordic Wholesale | Margin 22%
UK-D-0237,United Kingdom,Audio,Wireless Bluetooth Earbuds,29.06,GBP,"ANC, 24h battery, IPX5, USB-C",Low stock alert | Africa Direct Trading | Margin 22%
NI-E-0238,Nigeria,Computing,"Tablet 10""",306441.54,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Promo margin 12% | Africa Direct Trading | Warehouse A-12
GE-F-0239,Germany,Computing,Mechanical Keyboard,67.81,EUR,"Cherry MX, RGB, wired, UK layout",Africa Direct Trading | Fulfilled from NL depot | VIP margin 25%
GH-G-0240,Ghana,Kitchen Appliances,Coffee Maker Drip,494.08,GHS,"12-cup, programmable, thermal carafe",Bulk discount applies 15% | Stock in WH3 Berlin | Nordic Wholesale
CA-H-0241,Canada,Home Appliances,Air Purifier Compact,139.46,CAD,"HEPA H13, 3 speeds, 25m² coverage",Backorder until 02/15 | Global Sourcing Co | Target margin 18%
SA-I-0242,South Africa,Kitchen Appliances,Coffee Maker Drip,767.9,ZAR,"12-cup, programmable, thermal carafe",Margin 22% | Acme Electronics Ltd | Stock in WH3 Berlin
NI-J-0243,Nigeria,Personal Care,Electric Toothbrush,61898.76,NGN,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Acme Electronics Ltd | Target margin 18%
CA-K-0244,Canada,Audio,Wireless Bluetooth Earbuds,47.86,CAD,"ANC, 24h battery, IPX5, USB-C",Stock in WH3 Berlin | Bulk discount applies 15% | Africa Direct Trading
SA-L-0245,South Africa,Home Appliances,Electric Fan Tower,937.61,ZAR,"Oscillating, 3 speeds, remote, timer",Promo margin 12% | Nordic Wholesale | Backorder until 02/15
KE-M-0246,Kenya,Personal Care,Electric Toothbrush,6121.82,KES,"Sonic, 3 modes, 2-week battery",Africa Direct Trading | Margin 22% | Warehouse A-12
KE-N-0247,Kenya,Wearables,Fitness Tracker Band,3928.03,KES,"Steps, sleep, HR, 14-day battery",Bulk discount applies 15% | Acme Electronics Ltd | Stock in WH3 Berlin
CA-O-0248,Canada,Home Appliances,Electric Fan Tower,72.42,CAD,"Oscillating, 3 speeds, remote, timer",Low stock alert | Pacific Imports Inc | Margin 22%
KE-P-0249,Kenya,Kitchen Appliances,Coffee Maker Drip,5017.3,KES,"12-cup, programmable, thermal carafe",Target margin 18% | EuroTech Suppliers | Warehouse A-12
CA-Q-0250,Canada,Wearables,Fitness Tracker Band,41.78,CAD,"Steps, sleep, HR, 14-day battery",Margin 22% | Nordic Wholesale | Low stock alert
FR-R-0251,France,Computing,Mechanical Keyboard,79.12,EUR,"Cherry MX, RGB, wired, UK layout",Africa Direct Trading | Target margin 18% | Stock in WH3 Berlin
KE-S-0252,Kenya,Wearables,Smart Watch Sport,12735.97,KES,"GPS, heart rate, 5ATM, 7-day battery",Promo margin 12% | Backorder until 02/15 | EuroTech Suppliers
KE-T-0253,Kenya,Audio,Wireless Bluetooth Earbuds,4598.1,KES,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Pacific Imports Inc | Warehouse A-12
UK-U-0254,United Kingdom,Audio,Wireless Bluetooth Earbuds,30.45,GBP,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | Global Sourcing Co | Margin 22%
US-V-0255,United States,Wearables,Fitness Tracker Band,32.68,USD,"Steps, sleep, HR, 14-day battery",Margin 22% | Low stock alert | EuroTech Suppliers
UK-W-0256,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,961.24,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | Stock in WH3 Berlin | Acme Electronics Ltd
NI-X-0257,Nigeria,Kitchen Appliances,Coffee Maker Drip,63628.46,NGN,"12-cup, programmable, thermal carafe",Warehouse A-12 | Target margin 18% | Pacific Imports Inc
GH-Y-0258,Ghana,Audio,Wireless Bluetooth Earbuds,475.79,GHS,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Stock in WH3 Berlin | Pacific Imports Inc
CA-Z-0259,Canada,Audio,Wireless Bluetooth Earbuds,48.53,CAD,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | Warehouse A-12 | Pacific Imports Inc
CA-A-0260,Canada,Computing,Mechanical Keyboard,114.25,CAD,"Cherry MX, RGB, wired, UK layout",Pacific Imports Inc | Bulk discount applies 15% | Low stock alert
KE-B-0261,Kenya,Computing,Webcam HD Pro,7427.59,KES,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | Target margin 18% | Global Sourcing Co
NE-C-0262,Netherlands,Computing,Webcam HD Pro,53.91,EUR,"1080p 60fps, built-in mic, auto-focus",Warehouse A-12 | Africa Direct Trading | Target margin 18%
FR-D-0263,France,Home Appliances,Electric Fan Tower,50.05,EUR,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | Bulk discount applies 15% | EuroTech Suppliers
US-E-0264,United States,Home Appliances,Air Purifier Compact,94.77,USD,"HEPA H13, 3 speeds, 25m² coverage",Fulfilled from NL depot | Promo margin 12% | Pacific Imports Inc
UK-F-0265,United Kingdom,Kitchen Appliances,Coffee Maker Drip,30.47,GBP,"12-cup, programmable, thermal carafe",Bulk discount applies 15% | Pacific Imports Inc | Stock in WH3 Berlin
GH-G-0266,Ghana,Wearables,Smart Watch Sport,1143.34,GHS,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Promo margin 12% | Global Sourcing Co
GE-H-0267,Germany,Personal Care,Electric Toothbrush,37.64,EUR,"Sonic, 3 modes, 2-week battery",Fulfilled from NL depot | EuroTech Suppliers | Target margin 18%
FR-I-0268,France,Kitchen Appliances,Smart Kettle Pro,45.75,EUR,"1.7L, 3000W, boil-dry protection, LED display",Bulk discount applies 15% | Stock in WH3 Berlin | Acme Electronics Ltd
NI-J-0269,Nigeria,Computing,"Tablet 10""",299400.74,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Nordic Wholesale | Low stock alert | Promo margin 12%
NI-K-0270,Nigeria,Computing,Mechanical Keyboard,112918.74,NGN,"Cherry MX, RGB, wired, UK layout",Bulk discount applies 15% | Pacific Imports Inc | Stock in WH3 Berlin
GH-L-0271,Ghana,Power & Batteries,Portable Power Bank 20K,307.01,GHS,"20000mAh, dual USB, 18W PD",Warehouse A-12 | Target margin 18% | Africa Direct Trading
US-M-0272,United States,Kitchen Appliances,Coffee Maker Drip,40.26,USD,"12-cup, programmable, thermal carafe",Promo margin 12% | Warehouse A-12 | Pacific Imports Inc
GH-N-0273,Ghana,Power & Batteries,Portable Power Bank 20K,299.29,GHS,"20000mAh, dual USB, 18W PD",Margin 22% | Fulfilled from NL depot | Global Sourcing Co
CA-O-0274,Canada,Audio,Wireless Bluetooth Earbuds,54.64,CAD,"ANC, 24h battery, IPX5, USB-C",Africa Direct Trading | Margin 22% | Backorder until 02/15
FR-P-0275,France,Computing,Webcam HD Pro,49.94,EUR,"1080p 60fps, built-in mic, auto-focus",Low stock alert | Nordic Wholesale | Promo margin 12%
CA-Q-0276,Canada,Kitchen Appliances,Smart Kettle Pro,67.22,CAD,"1.7L, 3000W, boil-dry protection, LED display",Backorder until 02/15 | Pacific Imports Inc | Target margin 18%
KE-R-0277,Kenya,Personal Care,Electric Toothbrush,5755.3,KES,"Sonic, 3 modes, 2-week battery",Pacific Imports Inc | Target margin 18% | Warehouse A-12
KE-S-0278,Kenya,Audio,Wireless Bluetooth Earbuds,4597.21,KES,"ANC, 24h battery, IPX5, USB-C",Warehouse A-12 | Bulk discount applies 15% | Pacific Imports Inc
US-T-0279,United States,Lighting,LED Desk Lamp,31.65,USD,"Dimmable, USB port, 5 brightness levels",Low stock alert | Margin 22% | Global Sourcing Co
